antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'gave'}),frozenset({'book'}),0.01832626162318317,0.6889049381601516,0.014173512683939694,0.7733990147783251,1.1226498344515146,1.0,0.0015484605537139304,1.3728760337715045,0.11128982941838708,0.02045069688680474,0.2716021145384524,0.3969864946778534
frozenset({'get'}),frozenset({'book'}),0.08161054437121965,0.6889049381601516,0.05858987090367428,0.7179203539823009,1.0421181707590024,1.0,0.002367963880402904,1.1028624937381293,0.04400739320691949,0.08229774283540453,0.09326864801565513,0.40148409259854134
frozenset({'getting'}),frozenset({'book'}),0.0137221269296741,0.6889049381601516,0.010111040895549336,0.7368421052631579,1.0695845891757305,1.0,0.0006577998916364493,1.1821612349914237,0.06596273291925468,0.014600443227740843,0.1540917005223447,0.3757595403789253
frozenset({'gift'}),frozenset({'book'}),0.016340164304414553,0.6889049381601516,0.012819355421142908,0.7845303867403314,1.1388079011823682,1.0,0.0015625355414834834,1.443800158795193,0.12391354367024465,0.018513689700130377,0.3073833702619416,0.4015693474784084
frozenset({'give'}),frozenset({'book'}),0.03611086034124763,0.6889049381601516,0.026631759501670127,0.7375,1.0705395754160663,1.0,0.0017548094913730564,1.1851240451041845,0.06836015322021204,0.03813340227507756,0.15620647127103912,0.3880790525488141
frozenset({'given'}),frozenset({'book'}),0.015076284192470885,0.6889049381601516,0.011284643856639884,0.7485029940119761,1.0865112913996409,1.0,0.0008985172273408577,1.2369732220774923,0.08084179651695698,0.016290890134236936,0.19157506229560625,0.3824417735097228
frozenset({'gives'}),frozenset({'book'}),0.022840119165839126,0.6889049381601516,0.01832626162318317,0.8023715415019762,1.1647057482921492,1.0,0.002591590741670275,1.574141012909632,0.14471945212062962,0.02642885041010285,0.3647328976254761,0.4144867797930534
frozenset({'god'}),frozenset({'book'}),0.016159610002708314,0.6889049381601516,0.011194366705786765,0.6927374301675977,1.0055631652426262,1.0,6.193157617882632e-05,1.0124730194424154,0.005623257300836555,0.016133229247983348,0.01231935982776554,0.35449346937550374
frozenset({'going'}),frozenset({'book'}),0.03231922000541663,0.6889049381601516,0.024735939333754627,0.7653631284916201,1.1109851099858048,1.0,0.0024710690745387495,1.3258575254603062,0.10323438222461931,0.0355152300712897,0.2457711475048394,0.4006346503419967
frozenset({'good'}),frozenset({'book'}),0.15491559086395235,0.6889049381601516,0.11113117270018959,0.7173659673659674,1.041313434741557,1.0,0.004409057156015139,1.1006992291075872,0.04694720503712835,0.15167570231641203,0.09148659910412674,0.43934082669176366
frozenset({'got'}),frozenset({'book'}),0.037465017604044415,0.6889049381601516,0.029069242574704342,0.7759036144578313,1.1262854589633597,1.0,0.003259406939021131,1.3882198996079254,0.11648992008537899,0.041688244432936304,0.2796530288303533,0.4090499595025364
frozenset({'great'}),frozenset({'book'}),0.17450573259907917,0.6889049381601516,0.13108242303872888,0.751163993792033,1.090373943026386,1.0,0.010864562113968287,1.250201152882384,0.10040462185684082,0.17899408284023666,0.20012871713126815,0.4707202487633996
frozenset({'guide'}),frozenset({'book'}),0.016972104360386386,0.6889049381601516,0.010923535253227408,0.6436170212765957,0.9342610070345762,1.0,-0.000768631251612216,0.872923457102858,-0.06679816981613172,0.01571836840737854,-0.1455758140798459,0.3297366982939131
frozenset({'hard'}),frozenset({'book'}),0.028347025367879388,0.6889049381601516,0.02058319039451115,0.7261146496815287,1.0540128390148467,1.0,0.0010547846364279516,1.1358587141594465,0.052739974995558395,0.029545160036283536,0.11960881442898838,0.3779963891835766
